date,currency,tt_buy,tt_sell
2026-01-13,JPY,56.27,57.52
2026-01-14,JPY,56.05,57.3
2026-01-16,JPY,56.69,57.95
2026-01-17,JPY,56.75,58.01
2026-01-19,JPY,56.85,58.12
2026-01-20,JPY,56.95,58.21
2026-01-21,JPY,57.45,58.73
2026-01-22,JPY,57.14,58.41
2026-01-23,JPY,57.36,58.64
2026-01-27,JPY,58.82,60.14
2026-01-28,JPY,59.3,60.65
2026-01-29,JPY,59.46,60.81
2026-01-30,JPY,59.11,60.44
2026-01-31,JPY,58.65,59.97
2026-02-02,JPY,58.62,59.94
2026-02-03,JPY,57.28,58.58
2026-02-04,JPY,57.19,58.48
2026-02-05,JPY,57.06,58.34
2026-02-06,JPY,57.29,58.58
2026-02-07,JPY,57.02,58.29
2026-02-09,JPY,57.09,58.38
2026-02-10,JPY,57.77,59.07
2026-02-11,JPY,58.25,59.58
2026-02-12,JPY,58.77,60.12
2026-02-13,JPY,58.63,59.97
2026-02-16,JPY,58.55,59.88
2026-02-17,JPY,58.59,59.92
2026-02-18,JPY,58.38,59.71
2026-02-20,JPY,57.98,59.28
2026-02-21,JPY,57.91,59.22
2026-02-23,JPY,58.12,59.44
2026-02-24,JPY,57.67,58.97
2026-02-25,JPY,57.73,59.04
2026-02-26,JPY,57.67,58.96
2026-02-27,JPY,57.79,59.09
2026-03-02,JPY,57.57,58.85
2026-03-04,JPY,57.97,59.25
2026-03-05,JPY,57.72,59.01
2026-03-06,JPY,57.56,58.85
2026-03-07,JPY,57.62,58.9
2026-03-09,JPY,57.41,58.69
2026-03-10,JPY,57.64,58.92
2026-03-11,JPY,57.46,58.73
2026-03-12,JPY,57.41,58.68
2026-03-13,JPY,57.31,58.58
2026-03-16,JPY,57.34,58.6
2026-03-17,JPY,57.36,58.63
2026-03-18,JPY,57.58,58.85
2026-03-20,JPY,58.3,59.59
2026-03-23,JPY,58.25,59.52
2026-03-24,JPY,58.43,59.71
2026-03-25,JPY,58.54,59.82
2026-03-27,JPY,58.69,59.97
2026-03-30,JPY,58.66,60.34
2026-03-31,JPY,57.99,59.67
2026-04-02,JPY,57.37,59.04
2026-04-04,JPY,57.58,58.84
2026-04-06,JPY,57.38,59.05
2026-04-07,JPY,57.48,59.16
2026-04-08,JPY,57.63,59.32
2026-04-09,JPY,57.83,59.11
2026-04-10,JPY,57.65,58.92
2026-04-13,JPY,57.8,59.06
2026-04-15,JPY,58.09,59.36
2026-04-16,JPY,58.23,59.51
2026-04-17,JPY,57.65,58.92
2026-04-18,JPY,57.75,59.03
2026-04-20,JPY,58.0,59.28
2026-04-21,JPY,58.15,59.43
2026-04-22,JPY,58.17,59.45
2026-04-23,JPY,58.35,59.62
2026-04-24,JPY,58.35,59.62
2026-04-27,JPY,58.58,59.86
2026-04-28,JPY,58.63,59.91
2026-04-29,JPY,58.74,60.02
2026-04-30,JPY,58.59,59.86
2026-05-02,JPY,59.78,61.1
2026-05-04,JPY,59.76,61.07
2026-05-05,JPY,59.97,61.29
2026-05-06,JPY,59.98,61.31
2026-05-07,JPY,59.54,60.86
2026-05-08,JPY,59.62,60.93
2026-05-11,JPY,59.95,61.26
2026-05-12,JPY,60.11,61.42
2026-05-13,JPY,60.01,61.32
2026-05-14,JPY,59.98,61.29
2026-05-15,JPY,59.92,61.22
2026-05-16,JPY,59.82,61.12
2026-05-18,JPY,59.88,61.18
2026-05-19,JPY,60.0,61.3
2026-05-20,JPY,60.32,61.62
2026-05-21,JPY,59.94,61.25
2026-05-22,JPY,59.61,60.91
2026-05-25,JPY,59.39,60.69
2026-05-26,JPY,59.5,60.8
2026-05-27,JPY,59.52,60.82
2026-05-28,JPY,59.32,60.61
2026-05-29,JPY,59.02,60.31
2026-05-30,JPY,59.01,60.29
2026-06-01,JPY,58.83,60.11
2026-06-02,JPY,58.99,60.27
2026-06-03,JPY,59.17,60.45
2026-06-04,JPY,59.2,60.49
2026-06-05,JPY,58.76,60.03
2026-06-06,JPY,58.61,59.89
2026-06-08,JPY,59.14,60.42
2026-06-09,JPY,58.95,60.23
2026-06-10,JPY,58.78,60.06
2026-06-11,JPY,58.91,60.18
2026-06-12,JPY,58.79,60.07
2026-06-15,JPY,58.52,59.79
